Name,Mobile,address,Shift,type,Joined,City,state,rating,reviews,open_now,lat,lng,status,website
"Green Garden Party Lawn and Banquet Hall in Dwarka | Best Party Hall | Wedding Hall","099907 77936","Plot No 6, Chaudhary Dutta Ram Marg, Sector 7 Dwarka, Palam, New Delhi, Delhi, 110077, India","DAY","Third Party","","Delhi","Delhi","4","254","true","28.5926062","77.0750681","OPERATIONAL","https://www.greengardenbanquet.com/"
"Satyam Farm House and Marriage Hall","096259 44040","Shaheed Captain Manoj Pandey Marg, Kanawani Village, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India","DAY","Third Party","","Delhi","Delhi","4.1","1194","true","28.656252","77.3772803","OPERATIONAL",""
"Wedding Villa","088822 01102","c3, Gate Number 2, opp. kendriya vihar, Hoshiarpur Village, Sector 51, Noida, Uttar Pradesh 201303, India","DAY","Third Party","","Delhi","Delhi","4.5","4936","true","28.5799452","77.3657415","OPERATIONAL","http://www.weddingvilla.in/"
"Surya Green Banquet","092665 85805","More, near Dwarka, opp. Netaji Subhash Institute Of Technology, Bajaj Enclave, Dwarka Sector-3, Dwarka, New Delhi, Delhi, 110078, India","DAY","Third Party","","Delhi","Delhi","4.1","2562","true","28.6134596","77.032955","OPERATIONAL","http://www.suryagrand.com/"
"SK Eastend Banquet","093100 16911","Star City Mall, Mayur Place, Mayur Vihar, New Delhi, Delhi, 110091, India","DAY","Third Party","","Delhi","Delhi","4.2","1250","true","28.5930278","77.2967707","OPERATIONAL","http://www.skeastendbanquets.in/"
"The Heritage Grand","088000 29472","B-12 B Block Britannia Chowk, Block A2, Rampura Industrial Area, Tri Nagar, New Delhi, Delhi, 110035, India","DAY","Third Party","","Delhi","Delhi","4.2","3791","true","28.6812065","77.1448262","OPERATIONAL","http://www.theheritagegrand.com/"
"Moonlight Marriage Hall","092890 67236","L8, near masjid khalilullah, Batla House, Jamia Nagar, Okhla, New Delhi, Delhi 110025, India","DAY","Third Party","","Delhi","Delhi","3.9","95","true","28.5666703","77.28954689999999","OPERATIONAL",""
"Aahil villa banquets","099901 33269","G-57, Eco Pk Rd, Pocket N, Madanpur Khadar, New Delhi, Delhi 110076, India","DAY","Third Party","","Delhi","Delhi","4.1","1048","true","28.5405226","77.30845409999999","OPERATIONAL",""
"Radha Krishna Marriage Hall and Dharmshala","092686 37250","Gulab vatika gali no 3 near Johri enclave, metro station, Loni border, Gulab Vatika, Jawahar Nagar, Ghaziabad, Uttar Pradesh 201102, India","DAY","Third Party","","Delhi","Delhi","4.6","84","true","28.7133177","77.2906974","OPERATIONAL",""
"Choudhary Bhavan Wedding Hall","","MC7W+H9G, Block E, Sector 18, Kavi Nagar, Ghaziabad, Uttar Pradesh 201002, India","DAY","Third Party","","Delhi","Delhi","3.9","620","true","28.6639285","77.4459495","OPERATIONAL",""
"Royal Pepper Banquet hall - Sector 10, Rohini","088825 00400","2nd Floor, D-Mall, Pillar No. 434, near Rohini West Metro Station, Swarn Jayanti Park, Sector 10, Rohini, Delhi, 110085, India","DAY","Third Party","","Delhi","Delhi","4.7","14819","true","28.716356","77.1139962","OPERATIONAL","http://www.royalpepperbanquets.com/"
"Garden Vista Banquet & Lawn - Banquet hall in greater noida","078279 09742","Lok Sanskriti Patels, Plot 39A, near Kaushalya Girls Hostel, Knowledge Park II, Greater Noida, Uttar Pradesh 201310, India","DAY","Third Party","","Delhi","Delhi","4.3","201","true","28.4771426","77.49481899999999","OPERATIONAL","https://garden-vista-banquet.localo.site/"
"Dwelling Residency Banquet Hall in Greater Noida | Marriage Hall | Corporate Events| Birthday Party Place","088002 13919","BB-023, Ansal Golf Link-1, near Pari Chowk, opp. Expo Mart Center, Block B, Sector Omega-1, Greater Noida, Uttar Pradesh 201315, India","DAY","Third Party","","Delhi","Delhi","4.5","44","true","28.4552905","77.5040188","OPERATIONAL","https://www.thedwelling.in/"
"Golden Grapes- Club & Convention","088009 74124","S-3, Knowledge Park III, Greater Noida, Uttar Pradesh 201310, India","DAY","Third Party","","Delhi","Delhi","4.4","522","true","28.4797889","77.49410859999999","OPERATIONAL",""
"La Stella Banquet","093191 05453","20, Shivaji Marg,, Najafgarh Road, Near Moti Nagar, Opp, DLF Tower, Block C, Najafgarh Road Industrial Area, Delhi, 110015, India","DAY","Third Party","","Delhi","Delhi","4.3","3921","true","28.6649161","77.1592445","OPERATIONAL",""
"Rosellia Banquets & Suites","095993 70056","Plot No- 367, CP-04, Sector 11, Vasundhara, Ghaziabad, Uttar Pradesh 201012, India","DAY","Third Party","","Delhi","Delhi","4.6","781","true","28.6589249","77.3669859","OPERATIONAL","https://www.rosellia.in/"
"Radha Krishna Farm House-Marriage hall in Noida sector 121","098180 45139","Plot 11, FNG Expressway Service Rd, Sector 121, Noida, Uttar Pradesh 201316, India","DAY","Third Party","","Delhi","Delhi","3.5","107","true","28.6028737","77.40357279999999","OPERATIONAL",""
"J P Farm House & Marriage Hall","","5, Adarsh Colony, Biharipura, Bhim Nagar, Vijay Nagar, Ghaziabad, Uttar Pradesh 201009, India","DAY","Third Party","","Delhi","Delhi","4","306","true","28.6339095","77.42165829999999","OPERATIONAL",""
"SR Royal Kingdom","098991 10773","Haiderpur Badli Mor Metro Station, C and D Block, Shalimar Place Site, Shalimar Bagh, Delhi, 110088, India","DAY","Third Party","","Delhi","Delhi","4.2","250","true","28.7295833","77.14880889999999","OPERATIONAL","http://srroyalkingdom.com/"
"Payal Place Marriage Home","099681 68228","D-, P779+34W, 3, Karawal Nagar-Bhajanpura Rd, Dayalpur, Nehru Vihar, Old Mustafabad, New Mustafabad, Delhi, 110090, India","DAY","Third Party","","Delhi","Delhi","3.7","490","true","28.714642","77.26435099999999","OPERATIONAL",""
"Golden Sapphire","099995 10065","7D, Knowledge Park III, Greater Noida, Uttar Pradesh 201310, India","DAY","Third Party","","Delhi","Delhi","4","79","true","28.4795504","77.4935489","OPERATIONAL",""
"Golden Rivaah- Banquet hall , Party Hall , Marriage Palacein indrapuram ghajiabad","083686 97717","Pearl Apartment Commercial Tower, Cs-19, opposite to shipra Riviera, Gyan Khand II, Indirapuram, Ghaziabad, Uttar Pradesh 201014, India","DAY","Third Party","","Delhi","Delhi","3.9","292","true","28.6451145","77.35295889999999","OPERATIONAL","http://www.goldenrivaahbanquet.com/"
"Heritage greens party lawn","098118 80079","A block, main 60 foot road, Kaushik Enclave, Indraprasth Colony, Burari, Delhi, 110084, India","DAY","Third Party","","Delhi","Delhi","4.1","1383","true","28.75820079999999","77.1833276","OPERATIONAL",""
"The Royal Pearl Banquet hall","","66 Foota road, Patel Nagar, besides, Vrindavan Garden, Bahadurgarh, Haryana 124508, India","DAY","Third Party","","Delhi","Delhi","4.9","27","true","28.7008508","76.9039584","OPERATIONAL","http://theroyalpearl.in/"
"NHPC Community Center & Marriage Hall","","F7CR+363, NHPC Colony, Sector 41, Faridabad, Haryana 121003, India","DAY","Third Party","","Delhi","Delhi","4.4","132","true","28.4701461","77.2905601","OPERATIONAL",""
"Marina Dreams Banquets (Wazirpur)","084308 00800","B-72/5, Ring Rd, Block B, Wazirpur Industrial Area, Ashok Vihar, Delhi, 110052, India","DAY","Third Party","","Delhi","Delhi","4","5605","true","28.704027","77.1715461","OPERATIONAL",""
"Sheesh Mahal Banquet Hall","098108 51744","D, Abul Fazal Enclave, Kalindi Kunj Rd, Block H, New Delhi, Delhi 110076, India","DAY","Third Party","","Delhi","Delhi","3.6","9","true","28.544783","77.30949249999999","OPERATIONAL","http://www.facebook.com/sheeshmahalbaratghar"
"Alfa Banquet","099995 00716","4A, Gate No. 1, Pusa Road, opp. BLK Max Hopital, Vikram Chandra Chaterjee Marg, WEA, Karol Bagh, New Delhi, Delhi, 110005, India","DAY","Third Party","","Delhi","Delhi","4.2","371","true","28.6443582","77.1810744","OPERATIONAL","https://alfabanquet.com/"
"Banquet Halls in GT Karnal Road","088821 98989","7259, GT Karnal Rd, Block 22, Shakti Nagar, New Delhi, Delhi, 110007, India","DAY","Third Party","","Delhi","Delhi","4","6","true","28.680336","77.1988147","OPERATIONAL","https://weddingbanquets.in/banquet-halls/delhi/gt-karnal-road"
"Shalimar Banquet Hall","087934 29545","86/23, Main Rohtak Rd, Mundka Udyog Nagar, Mundka Industrial Area, Mundka, Delhi, 110041, India","DAY","Third Party","","Delhi","Delhi","3.9","106","","28.683733","77.0072218","OPERATIONAL",""
"Wedding Hall Thokar no 8, Shaheen Bagh","098713 67867","G8X3+FFW, Thokar No 8, Shaheen Bagh, Jamia Nagar, Okhla, New Delhi, Delhi 110025, India","DAY","Third Party","","Delhi","Delhi","4.4","7","","28.5487257","77.303705","OPERATIONAL",""
"Rati Ram Vatika","","I-2/330, Pusta Road, 5th, Service Rd, Sonia Vihar, New Delhi, Delhi, 110090, India","DAY","Third Party","","Delhi","Delhi","4","832","false","28.7367276","77.2475087","OPERATIONAL",""
"Euphoria Mansion Banquet","099999 52025","16, Shivaji Marg, New Moti Nagar, Najafgarh Road Industrial Area, Delhi, 110015, India","DAY","Third Party","","Delhi","Delhi","4.2","2575","","28.6654614","77.16183629999999","OPERATIONAL",""
"Rishabh Garden","085858 44600","Sun City, near by Sarva Haryana Gramin Bank, Sector 35, Main Market, Rohtak, Haryana 124001, India","DAY","Third Party","","Delhi","Delhi","4.4","563","true","28.905281","76.63006","OPERATIONAL",""
"RAJWADA PALACE ~ The Legend","075007 60007","B 33, Industrial Area, GT Karnal Road Industrial Area, Ashok Vihar, Delhi, 110033, India","DAY","Third Party","","Delhi","Delhi","4.1","3235","true","28.6944189","77.18472779999999","OPERATIONAL",""
"Mangalam Marriage Hall","096505 31957","90, Pankha Rd Old Nangal, Pankha Rd, Old Nangal, Block WZ, Nangal Raya, Janakpuri, New Delhi, Delhi 110010, India","DAY","Third Party","","Delhi","Delhi","3.9","229","","28.6054687","77.1153291","OPERATIONAL",""
"Bhagwati Garden","098104 22596","Desai Village, Basai, Sector 70, Noida, Uttar Pradesh 201316, India","DAY","Third Party","","Delhi","Delhi","4","1301","true","28.5950866","77.3880355","OPERATIONAL",""
"Le Grand Banquet","090680 32323","A.192, behind le grand banquet, Shatabdi Nagar, Sector 1, Rithani, Meerut, Uttar Pradesh 250103, India","DAY","Third Party","","Delhi","Delhi","4.3","1399","true","28.9334973","77.6627206","OPERATIONAL",""
"SK Mohit Palace (The Party Hall)","098106 59146","Shop No-B-17,Jhilmil Industrial Area,Industrial Area, behind Jhilmil Metro Statio, Block D, Jhilmil Colony, New Delhi, Delhi, 110095, India","DAY","Third Party","","Delhi","Delhi","4.2","1515","true","28.6754024","77.3132617","OPERATIONAL",""
"Dream Palace Grand","083689 02452","M5JX+6JM, 7259, GT Karnal Rd, Prem Nagar, Block 22, Shakti Nagar, Delhi, 110007, India","DAY","Third Party","","Delhi","Delhi","4","1286","true","28.6804594","77.1990199","OPERATIONAL",""
"Jodha Farms Marriage Palace","","9365+JQF, Badshahpur Sohna Rd, near Bsf camp, Bhondsi, Gurugram, Haryana 122102, India","DAY","Third Party","","Delhi","Delhi","4.2","623","true","28.3615537","77.05943119999999","OPERATIONAL",""
"TAYAL BANQUAT","","CBD Ground, plot 1/b, near The Leela Ambience Convention Hotel, Vishwas Nagar Extension, Vishwas Nagar, Shahdara, Delhi, 110092, India","DAY","Third Party","","Delhi","Delhi","4.7","7","","28.6617743","77.3000485","OPERATIONAL","https://www.royalprideevent.com/"
"Banquet Halls at Hotel Metro View Delhi","098187 13170","17A/3 Basement, Block 7, Block 17, WEA, Karol Bagh, New Delhi, Delhi, 110005, India","DAY","Third Party","","Delhi","Delhi","4.1","33","true","28.6451655","77.18952","OPERATIONAL","http://banquets.place/"
"Lado Rani Banquet","098717 70024","44, Swami Dayanand Marg, Hasanpur, I.P.Extension, Patparganj, East Delhi, Delhi, 110092, India","DAY","Third Party","","Delhi","Delhi","4.2","393","true","28.6359394","77.30997940000002","OPERATIONAL","https://www.ladoranibanquet.com/"
"Clay 1 Glorious - Banquet Hall & Party Hall in Moti Nagar","092209 22260","I-5&6, Najafgarh Rd, opp. Metro Pillar no.332, Moti Nagar, Kailash Park, Basai Dara pur, Bali Nagar, New Delhi, Delhi, 110015, India","DAY","Third Party","","Delhi","Delhi","4.8","765","true","28.6550541","77.13712579999999","OPERATIONAL","https://clay1glorious.com/"
"Singla Banquet & Party Hall","072900 63525","1724AB, Mall Rd, Old Market, Central Market, Tilak Nagar, New Delhi, Delhi, 110018, India","DAY","Third Party","","Delhi","Delhi","5","13","true","28.6367232","77.0939521","OPERATIONAL","https://singlasweets.com/"
"Gazebo Banquet & Party Hall","","Touch with, Gazeboo inn and suites, opposite Medanta hospital, Block H, Block D, Greenwood City, Sector 39, Gurugram, Haryana 122001, India","DAY","Third Party","","Delhi","Delhi","5","1","true","28.4413719","77.0609434","OPERATIONAL",""
"Milan Party Hall","096673 97683","RZ D-40, Dabri - Palam Rd, opposite Sulabh International Museum, Mahavir Enclave I, Mahavir Enclave Part 1, Mahavir Enclave, New Delhi, Delhi, 110045, India","DAY","Third Party","","Delhi","Delhi","4.1","130","true","28.5966407","77.0811023","OPERATIONAL",""
"Dolphin Party Hall","","Dolphin house, near mother dairy, Shaheen Bagh, Jamia Nagar, Okhla, New Delhi, Delhi 110025, India","DAY","Third Party","","Delhi","Delhi","4.5","28","","28.5470898","77.3051591","OPERATIONAL",""
"Golden Crown - Banquet Hall | Party Hall Rohini","093559 03160","Petroleum Petrol Pump japanese Park, Swarn Jayanti Park, Sector 12, Rohini, New Delhi, Delhi, 110085, India","DAY","Third Party","","Delhi","Delhi","4.4","1055","true","28.7268043","77.1244403","OPERATIONAL","https://golden-crown.in/"
"Kanha ji Family Restaurant & Party Hall","093546 26249","C-1/1 , Main Road, 2nd, Sonia Vihar - Pushta Rd, Pusta Number 1, Pusta Number 3, Sonia Vihar, Delhi, 110094, India","DAY","Third Party","","Delhi","Delhi","4.9","33","true","28.7215614","77.2442351","OPERATIONAL",""
"Le Myrah (Banquets) : Best Banquet Hall | Best Party Hall | Ac Banquet Hall | Faridabad","092892 37692","B1-6th Floor, Achievers Centre Point Mall, off Dabua Pali Road, Kalindi HIll, Nawada Village, Sector 49, Faridabad, Haryana 121001, India","DAY","Third Party","","Delhi","Delhi","4.9","52","true","28.396055","77.26692589999999","OPERATIONAL",""
"Poornima Amrit Party Hall","","near Raj gas Agency, Block SM, Shastri Nagar, Ghaziabad, Uttar Pradesh 201002, India","DAY","Third Party","","Delhi","Delhi","4.4","76","true","28.6709056","77.4624477","OPERATIONAL",""
"AD Party Hall","072919 11491","Plot no.3, Basement, opposite sai mandir, near lady fatima school, More, New Colony, Sector 8, Gurugram, Haryana 122001, India","DAY","Third Party","","Delhi","Delhi","4.8","17","true","28.4657192","77.0201834","OPERATIONAL",""
"Bharat party hall","076689 79940","P6CJ+23P, Ramghat, main, pusta road, Wazirabad, Delhi, 110084, India","DAY","Third Party","","Delhi","Delhi","4.8","10","true","28.720706","77.2286762","OPERATIONAL","http://www.karryweb.com/"
"The Royal Park","011 4163 9995","near Post Office, Greater Kailash - 2, Masjid Moth, Greater Kailash, New Delhi, Delhi 110048, India","DAY","Third Party","","Delhi","Delhi","4","757","true","28.5376709","77.238033","OPERATIONAL","https://www.royalparkhall.com/"
"Marvel Party Hall(Wah Ji Wah Restaurant)","098113 69488","B-35,Gurunanak Pura, Near V3S Mall, Veer Savarkar Block, Block B, Laxmi Nagar, New Delhi, Delhi, 110092, India","DAY","Third Party","","Delhi","Delhi","4.1","195","false","28.6372497","77.28489429999999","OPERATIONAL",""
"Party hall( party hall near me ,birthday party, wedding function , ring ceremony ,corporate events)","098185 62519","Sector 57 Rd, Shital Vihar, Block C, Sector 62, Noida, Uttar Pradesh 201020, India","DAY","Third Party","","Delhi","Delhi","4.9","8","true","28.6094043","77.3516113","OPERATIONAL",""
"Urban Grace Banquet Hall & Party Hall","","A-18, Sector 63 A, Noida, Chotpur, Uttar Pradesh 201309, India","DAY","Third Party","","Delhi","Delhi","5","1","","28.6157887","77.39545009999999","OPERATIONAL",""
"Sunshine Banquet Party Hall","098107 85771","Above Hotel Sunshine or Dominos Pizza, Sunshine Banquet party hall, Tigaon Rd, near Govt Girls School, Shyam Colony, Sector 4, Ballabhgarh, Faridabad, Haryana 121004, India","DAY","Third Party","","Delhi","Delhi","5","8","true","28.3414313","77.3245816","OPERATIONAL","https://www.hotelsunshineblb.com/"
"Pristine Party Hall","093130 58389","C8W8+68V, NCR, Huda Market, Inder Colony, Sector 31, Faridabad, Region, Haryana 121003, India","DAY","Third Party","","Delhi","Delhi","4.6","27","true","28.4456179","77.3158021","OPERATIONAL",""
"Ekam banquet and party hall","092123 08820","A 20, Delhi State Industrial and Infrastructure Development Corporation, main road, near chintamani restaurant, Jhilmil Industrial Area, Vivek Vihar, Delhi, 110095, India","DAY","Third Party","","Delhi","Delhi","4.4","73","true","28.6750447","77.3165755","OPERATIONAL",""
"Sargam Party Hall and Home Stay","","F-24 A, Pipal Wala Rd, near Panchsheel Nursing Home, Block L, Mohan Garden, Uttam Nagar, Delhi, 110059, India","DAY","Third Party","","Delhi","Delhi","4.9","17","","28.6257444","77.039275","OPERATIONAL",""
"The City Pride","078383 91133","Main Rd, Hoshiyarpur, Hoshiarpur Village, Sector 51, Noida, Uttar Pradesh 201303, India","DAY","Third Party","","Delhi","Delhi","4.3","2816","true","28.5825515","77.36708220000001","OPERATIONAL","https://www.ramabanquets.com/city-pride-noida/"
"Brahmastra Grand Tilaknagar - Banquet Hall | Party Hall | Ac Banquet Hall | Tilaknagar","","J4Q2+C7R, Sant Nagar, Chaukhandi, Vishnu Garden, Delhi, 110018, India","DAY","Third Party","","Delhi","Delhi","3.9","97","true","28.6386209","77.1006527","OPERATIONAL",""
"Melrose banquets | Wedding Banquet & Party Hall Space Raj Nagar Extension","","Marco Polo Rd, Sehani Khurd, Ghukna, Ghaziabad, Uttar Pradesh 201003, India","DAY","Third Party","","Delhi","Delhi","4","35","true","28.701409","77.4131219","OPERATIONAL",""
"Madan's Party Hall","090919 27979","1st Floor, Central Plaza Market, Greater Noida W Rd, Bhangel, Greater Noida, Ghaziabad, Uttar Pradesh 201318, India","DAY","Third Party","","Delhi","Delhi","4.3","4","true","28.6093789","77.4377698","OPERATIONAL","https://madansweets.in/"
"Party Hall and Rooftop Cafe By Mohit Bakery","","RZ B-1, Mohit Bakery, 1st Floor, Metro Station Dashrathpuri, Main Palam Dabri Rd, near Dasrathpuri, Ch Harphool Singh Market, Mahavir Enclave Part 1, Mahavir Enclave, New Delhi, Delhi, 110045, India","DAY","Third Party","","Delhi","Delhi","4.2","26","true","28.600725","77.0819076","OPERATIONAL",""
"JW Solitaire PARTY HALL","","P428+JP9, Mangalam Place, Rohini, Delhi, 110085, India","DAY","Third Party","","Delhi","Delhi","5","1","","28.7015305","77.116847","OPERATIONAL",""
"Rajesh Party Hall & Catterers","083758 76111","Pankha Rd, Block H, Raghu Nagar, Dabri, New Delhi, Delhi, 110045, India","DAY","Third Party","","Delhi","Delhi","3.8","12","true","28.6123501","77.0883848","OPERATIONAL",""
"Banquet Hall Gurgaon","099588 19234","261 SP, Artemis Hospital Rd, Koyal Vihar, Sector 52, Gurugram, Bindapur, Haryana 122003, India","DAY","Third Party","","Delhi","Delhi","4.8","151","true","28.4345763","77.07078059999999","OPERATIONAL","https://banquethallgurgaon.com/"
"ATLANTIS PARK BALLROOM","093553 70706","B-21, near Aryabhatta College Telephone Exchange, Industrial Area, GT Karnal Road Industrial Area, Ashok Vihar, New Delhi, Delhi, 110033, India","DAY","Third Party","","Delhi","Delhi","4.1","856","true","28.6952905","77.18477020000002","OPERATIONAL",""
"Diamond Party Hall","080 6548 9350","Major Mohit Sharma Marg, above moti mahal, near Rahul Sweets, Block D, Naveen Park, Rajendra Nagar, Sahibabad, Ghaziabad, Uttar Pradesh 201005, India","DAY","Third Party","","Delhi","Delhi","4.1","76","true","28.6810564","77.3596223","OPERATIONAL","https://www.diamondparty.in/"
"Empire party hall","092107 06168","Gali No. 5, Sangam Vihar, Wazirabad, New Delhi, Delhi, 110084, India","DAY","Third Party","","Delhi","Delhi","4","17","true","28.7278788","77.2182485","OPERATIONAL",""
"The Crown Garden and Banquet Hall in Rohtak Haryana","","VH7X+5GX, Sector 24, Rohtak, Haryana 124001, India","DAY","Third Party","","Delhi","Delhi","4.3","254","true","28.8624039","76.59785649999999","OPERATIONAL",""
"Royal Moments party Hall","088140 09095","C-9/12, opp. Metro Pillar No.397, Pocket 9, Sector 7, Rohini, Delhi, 110085, India","DAY","Third Party","","Delhi","Delhi","4.8","24","true","28.7089433","77.1236558","OPERATIONAL",""
"Aura Party Hall","093115 06918","Outer Ring Rd, Block BU, Ranikhet, Pitampura, Delhi, 110034, India","DAY","Third Party","","Delhi","Delhi","3.9","390","true","28.7187288","77.14036399999999","OPERATIONAL",""
"Legend party hall","098114 73800","Plot number 13-14, Pocket 26, Sector 24, Rohini, Delhi, 110085, India","DAY","Third Party","","Delhi","Delhi","5","5","true","28.7306122","77.0888926","OPERATIONAL","https://legendpartyhall.com/"
"Banquet Halls in Kirti Nagar","079 6910 0329","78, 1, Kirti Nagar Main Rd, WHS Block A, Kirti Nagar Industrial Area, Kirti Nagar, New Delhi, Delhi, 110015, India","DAY","Third Party","","Delhi","Delhi","5","2","true","28.6410951","77.135402","OPERATIONAL","https://weddingbanquets.in/banquet-halls/delhi/kirti-nagar"
"Banquet Halls in Pitampura","079 6907 1914","near, Gopal Mandir Marg, Block MP, Poorvi Pitampura, Pitampura, New Delhi, Delhi, 110034, India","DAY","Third Party","","Delhi","Delhi","4.8","5","true","28.7048604","77.14847139999999","OPERATIONAL","https://weddingbanquets.in/banquet-halls/delhi/pitampura"
"Amar party hall (2)","098374 14141","Delhi road, near hero motorcycle showroom, near amar banquet, Avas Vikas Colony, araut, Baraut, Uttar Pradesh 250611, India","DAY","Third Party","","Delhi","Delhi","5","1","true","29.0946506","77.2573373","OPERATIONAL",""
"Banquet Halls in Karol Bagh","","882, E Park Rd, Block 57, Karol Bagh, New Delhi, Delhi, 110005, India","DAY","Third Party","","Delhi","Delhi","5","5","true","28.6511315","77.1978714","OPERATIONAL","https://weddingbanquets.in/banquet-halls-in-karol-bagh"
"Utsav party hall","099710 40041","S-15, Commercial Market, MM Rd, Loni, DLF Ankur Vihar, Ghaziabad, Uttar Pradesh 201102, India","DAY","Third Party","","Delhi","Delhi","4.4","5","true","28.7379787","77.2663951","OPERATIONAL",""
"GurgaonOne Party Hall","","K1, Sector 84, Gurugram, Haryana 122012, India","DAY","Third Party","","Delhi","Delhi","5","1","","28.4061704","76.9650372","OPERATIONAL","https://www.alphacorp.in/gurgaon-one-84"
"Kapil Party Hall & Restaurant","","F-24/35-36, near Metro Station, Pocket 19, Sector 7, Rohini West, Delhi, 110085, India","DAY","Third Party","","Delhi","Delhi","3.9","13","true","28.7124052","77.1149992","OPERATIONAL",""
"J.S.B Party Hall","097177 90512","49, JSB PARTY HALL, G.Z.B, Navyug Market, Naya Ganj, Ghaziabad, Uttar Pradesh 201001, India","DAY","Third Party","","Delhi","Delhi","3.4","56","true","28.668909","77.42780069999999","OPERATIONAL",""
"Kapil Party Hall, Delhi","098997 41336","Plot No.10, Rithala Rd, Block C, Pocket A, Budh Vihar Phase II, Budh Vihar, Delhi, 110085, India","DAY","Third Party","","Delhi","Delhi","3.5","106","","28.7166645","77.0937776","OPERATIONAL",""
"Tesla Hotel & Party Hall","","Tilak Nagar Extension, Sector 3 (P), Rohtak, Haryana 124001, India","DAY","Third Party","","Delhi","Delhi","4.5","13","","28.8901747","76.62389689999999","OPERATIONAL",""
"Rasoi Restaurant & Party Hall","070652 21212","L-35A, Main Market, Dilshad Garden, Block L, Dilshad Garden, Delhi, 110095, India","DAY","Third Party","","Delhi","Delhi","3.6","1951","true","28.6816767","77.3218752","OPERATIONAL","https://rasoirestaurant.online/"
"NBC BAKERY RESTAURANT AND PARTY HALL Reliance Smart Point","096596 50808","1644/B, Najafgarh Thana Rd, opposite VIKAS HOSPITAL, Prem Nagar, Najafgarh, New Delhi, Delhi, 110043, India","DAY","Third Party","","Delhi","Delhi","4","1024","true","28.6103798","76.98109819999999","OPERATIONAL",""
"Over The Top Party Hall","098996 92602","3rd floor, B1/633, Block B1, Janakpuri, New Delhi, Delhi, 110058, India","DAY","Third Party","","Delhi","Delhi","3.9","2360","true","28.6319693","77.0844827","OPERATIONAL",""
"Angithi Restaurant & Party Hall","088603 95308","3, 56, SS Rana Marg, Timber Block, Kewal Park Extension, Gopal Nagar, Azadpur, New Delhi, Delhi, 110033, India","DAY","Third Party","","Delhi","Delhi","3.9","1881","false","28.7113725","77.1769834","OPERATIONAL",""
"Raavi Party Hall","092892 37070","Shop no 30-34, Ground Floor, Cross River Mall, Vishwas Nagar Extension, CBD ground, Shahdara, Delhi, 110032, India","DAY","Third Party","","Delhi","Delhi","4.2","27","","28.657002","77.3020284","OPERATIONAL",""
"D11 Party Hall","083840 87586","307/11 (11-A, 3rd Floor, Petrol Pump, near Subhadra Colony, Shahzada Bagh, Block C, Moti Bagh West, Industrial Area, New Delhi, Delhi, 110015, India","DAY","Third Party","","Delhi","Delhi","3.7","17","true","28.6707926","77.1762368","OPERATIONAL",""
"URBAN BANQUET HALL","088825 31343","Ground Floor, Mangalam Paradise Mall, Rohini, Sector 3, near Prachin Mahakali Mandir, Mangalam Place, Rohini, Delhi, 110085, India","DAY","Third Party","","Delhi","Delhi","4","283","true","28.6980587","77.1148872","OPERATIONAL","https://weds.guru/pro/urban/"
"Invites Party Hall","","Harsha Complex, Pitampura Marg, AU Block, Ranikhet, Pitampura, Delhi, 110034, India","DAY","Third Party","","Delhi","Delhi","5","6","","28.7144937","77.14552789999999","OPERATIONAL",""
"Lagoona Emerald","080 4807 1662","S 31, Press Enclave Marg, New Colony, Khirki Extension, Malviya Nagar, New Delhi, Delhi 110017, India","DAY","Third Party","","Delhi","Delhi","4","1310","true","28.5304135","77.2167407","OPERATIONAL","https://weddingz.in/delhi/lagoona-emerald-saket/"
"Small banquet Hall | Mini Party Event | Birthday Event","099716 63630","Block F2, 243, Ratiya Marg, Block F 2, Sangam Vihar, New Delhi, Delhi 110080, India","DAY","Third Party","","Delhi","Delhi","","","true","28.5003793","77.2449615","OPERATIONAL",""
"Invitation-K Lounge & Party halls","091680 08002","1B, North Gate, Gujranwala Town Part 2, Gujranwala Town, New Delhi, Delhi, 110033, India","DAY","Third Party","","Delhi","Delhi","4.1","479","true","28.6982183","77.1919848","OPERATIONAL","http://www.invitationk.com/"
"Dwarka Party Hall","078279 90768","B-52, Old Palam Rd, Nishat Park, Sector 15 Dwarka, South West, Delhi, 110078, India","DAY","Third Party","","Delhi","Delhi","3.8","13","true","28.6175011","77.0263211","OPERATIONAL","https://www.facebook.com/dwarkapartyhall"
"The Mohan's - Restro & Bar & Party Halls","084477 37561","3-4, Mohan Bazar, Central Market:, Ashok Vihar Phase 1 Rd, near Post Office, Wazirpur Village, Ashok Vihar, New Delhi, Delhi, 110052, India","DAY","Third Party","","Delhi","Delhi","3.8","716","false","28.6932259","77.1717699","OPERATIONAL","https://www.themohanhotel.com/"
"Banquet Halls in Rohini","079 6907 1916","B-1, opp. to petrol pump, Pocket 1, Sector 16, Rohini, New Delhi, Delhi, 110089, India","DAY","Third Party","","Delhi","Delhi","4.3","3","true","28.7363021","77.12836829999999","OPERATIONAL","https://weddingbanquets.in/banquet-halls/delhi/rohini"
"Abhishek Party hall","099875 97481","16-17, Patparganj Rd, Shiv Puri, Chander Nagar, Geeta Colony, Delhi, 110051, India","DAY","Third Party","","Delhi","Delhi","3.5","285","true","28.6512924","77.2784054","OPERATIONAL",""
